population,Country,Year,region
215164616,United States,1973,America
217113584,United States,1974,America
219108358,United States,1975,America
221161377,United States,1976,America
223274855,United States,1977,America
225436004,United States,1978,America
227624232,United States,1979,America
229825004,United States,1980,America
232035086,United States,1981,America
234261242,United States,1982,America
236510688,United States,1983,America
238794274,United States,1984,America
241119752,United States,1985,America
243495805,United States,1986,America
245920994,United States,1987,America
248381577,United States,1988,America
250857751,United States,1989,America
253339097,United States,1990,America
255807342,United States,1991,America
258275919,United States,1992,America
260803255,United States,1993,America
263468980,United States,1994,America
266323717,United States,1995,America
269393632,United States,1996,America
272643340,United States,1997,America
275986072,United States,1998,America
279300030,United States,1999,America
282496310,United States,2000,America
285544778,United States,2001,America
288467308,United States,2002,America
291290823,United States,2003,America
294063120,United States,2004,America
296820296,United States,2005,America
299564470,United States,2006,America
302284564,United States,2007,America
304989064,United States,2008,America
307686729,United States,2009,America
310383948,United States,2010,America
313085380,United States,2011,America
315791284,United States,2012,America
318497630,United States,2013,America
2664775,Uruguay,1964,America
2693906,Uruguay,1965,America
2722232,Uruguay,1966,America
2749441,Uruguay,1967,America
2774109,Uruguay,1968,America
2794374,Uruguay,1969,America
2809117,Uruguay,1970,America
2817577,Uruguay,1971,America
2820734,Uruguay,1972,America
2821367,Uruguay,1973,America
2823326,Uruguay,1974,America
2829391,Uruguay,1975,America
2840601,Uruguay,1976,America
2856206,Uruguay,1977,America
2874998,Uruguay,1978,America
2894983,Uruguay,1979,America
2914683,Uruguay,1980,America
2933904,Uruguay,1981,America
2953118,Uruguay,1982,America
2972284,Uruguay,1983,America
2991478,Uruguay,1984,America
3010766,Uruguay,1985,America
3029948,Uruguay,1986,America
3048955,Uruguay,1987,America
3068166,Uruguay,1988,America
3088110,Uruguay,1989,America
3109122,Uruguay,1990,America
3131140,Uruguay,1991,America
3153857,Uruguay,1992,America
3177035,Uruguay,1993,America
3200342,Uruguay,1994,America
3223401,Uruguay,1995,America
3246484,Uruguay,1996,America
3269301,Uruguay,1997,America
3290261,Uruguay,1998,America
3307290,Uruguay,1999,America
3319066,Uruguay,2000,America
3324810,Uruguay,2001,America
3325379,Uruguay,2002,America
3323124,Uruguay,2003,America
3321367,Uruguay,2004,America
3322529,Uruguay,2005,America
3327451,Uruguay,2006,America
3335528,Uruguay,2007,America
3345967,Uruguay,2008,America
3357391,Uruguay,2009,America
3368786,Uruguay,2010,America
3380008,Uruguay,2011,America
3391428,Uruguay,2012,America
3403117,Uruguay,2013,America
9888629,Uzbekistan,1964,Europe & Central Asia
10233502,Uzbekistan,1965,Europe & Central Asia
10574321,Uzbekistan,1966,Europe & Central Asia
10912708,Uzbekistan,1967,Europe & Central Asia
11253870,Uzbekistan,1968,Europe & Central Asia
11605561,Uzbekistan,1969,Europe & Central Asia
11972994,Uzbekistan,1970,Europe & Central Asia
12358535,Uzbekistan,1971,Europe & Central Asia
12759275,Uzbekistan,1972,Europe & Central Asia
13168838,Uzbekistan,1973,Europe & Central Asia
13578159,Uzbekistan,1974,Europe & Central Asia
13980997,Uzbekistan,1975,Europe & Central Asia
14374729,Uzbekistan,1976,Europe & Central Asia
14762133,Uzbekistan,1977,Europe & Central Asia
15148932,Uzbekistan,1978,Europe & Central Asia
15543520,Uzbekistan,1979,Europe & Central Asia
15951899,Uzbekistan,1980,Europe & Central Asia
16375762,Uzbekistan,1981,Europe & Central Asia
16812955,Uzbekistan,1982,Europe & Central Asia
17260951,Uzbekistan,1983,Europe & Central Asia
17715706,Uzbekistan,1984,Europe & Central Asia
18174143,Uzbekistan,1985,Europe & Central Asia
18634041,Uzbekistan,1986,Europe & Central Asia
19095670,Uzbekistan,1987,Europe & Central Asia
19561181,Uzbekistan,1988,Europe & Central Asia
20033912,Uzbekistan,1989,Europe & Central Asia
20515248,Uzbekistan,1990,Europe & Central Asia
21005364,Uzbekistan,1991,Europe & Central Asia
21500062,Uzbekistan,1992,Europe & Central Asia
21990917,Uzbekistan,1993,Europe & Central Asia
22466866,Uzbekistan,1994,Europe & Central Asia
22919357,Uzbekistan,1995,Europe & Central Asia
23347452,Uzbekistan,1996,Europe & Central Asia
23751722,Uzbekistan,1997,Europe & Central Asia
24127427,Uzbekistan,1998,Europe & Central Asia
24469439,Uzbekistan,1999,Europe & Central Asia
24775610,Uzbekistan,2000,Europe & Central Asia
25042537,Uzbekistan,2001,Europe & Central Asia
25275028,Uzbekistan,2002,Europe & Central Asia
25489492,Uzbekistan,2003,Europe & Central Asia
25708188,Uzbekistan,2004,Europe & Central Asia
25947414,Uzbekistan,2005,Europe & Central Asia
26213729,Uzbekistan,2006,Europe & Central Asia
26503833,Uzbekistan,2007,Europe & Central Asia
26811974,Uzbekistan,2008,Europe & Central Asia
27128063,Uzbekistan,2009,Europe & Central Asia
27444702,Uzbekistan,2010,Europe & Central Asia
27760267,Uzbekistan,2011,Europe & Central Asia
28077486,Uzbekistan,2012,Europe & Central Asia
28398155,Uzbekistan,2013,Europe & Central Asia
72131,Vanuatu,1964,East Asia & Pacific
74287,Vanuatu,1965,East Asia & Pacific
76410,Vanuatu,1966,East Asia & Pacific
78520,Vanuatu,1967,East Asia & Pacific
80672,Vanuatu,1968,East Asia & Pacific
82945,Vanuatu,1969,East Asia & Pacific
85393,Vanuatu,1970,East Asia & Pacific
88029,Vanuatu,1971,East Asia & Pacific
90831,Vanuatu,1972,East Asia & Pacific
93768,Vanuatu,1973,East Asia & Pacific
96799,Vanuatu,1974,East Asia & Pacific
99886,Vanuatu,1975,East Asia & Pacific
103031,Vanuatu,1976,East Asia & Pacific
106231,Vanuatu,1977,East Asia & Pacific
109436,Vanuatu,1978,East Asia & Pacific
112587,Vanuatu,1979,East Asia & Pacific
115641,Vanuatu,1980,East Asia & Pacific
118584,Vanuatu,1981,East Asia & Pacific
121438,Vanuatu,1982,East Asia & Pacific
124252,Vanuatu,1983,East Asia & Pacific
127097,Vanuatu,1984,East Asia & Pacific
130030,Vanuatu,1985,East Asia & Pacific
133041,Vanuatu,1986,East Asia & Pacific
136129,Vanuatu,1987,East Asia & Pacific
139368,Vanuatu,1988,East Asia & Pacific
142852,Vanuatu,1989,East Asia & Pacific
146636,Vanuatu,1990,East Asia & Pacific
150791,Vanuatu,1991,East Asia & Pacific
155270,Vanuatu,1992,East Asia & Pacific
159857,Vanuatu,1993,East Asia & Pacific
164254,Vanuatu,1994,East Asia & Pacific
168263,Vanuatu,1995,East Asia & Pacific
171783,Vanuatu,1996,East Asia & Pacific
174921,Vanuatu,1997,East Asia & Pacific
177946,Vanuatu,1998,East Asia & Pacific
181239,Vanuatu,1999,East Asia & Pacific
185074,Vanuatu,2000,East Asia & Pacific
189544,Vanuatu,2001,East Asia & Pacific
194555,Vanuatu,2002,East Asia & Pacific
199968,Vanuatu,2003,East Asia & Pacific
205561,Vanuatu,2004,East Asia & Pacific
211170,Vanuatu,2005,East Asia & Pacific
216760,Vanuatu,2006,East Asia & Pacific
222377,Vanuatu,2007,East Asia & Pacific
228041,Vanuatu,2008,East Asia & Pacific
233790,Vanuatu,2009,East Asia & Pacific
239651,Vanuatu,2010,East Asia & Pacific
245619,Vanuatu,2011,East Asia & Pacific
251674,Vanuatu,2012,East Asia & Pacific
257812,Vanuatu,2013,East Asia & Pacific
8759890,Venezuela,1964,America
9067485,Venezuela,1965,America
9375646,Venezuela,1966,America
9686071,Venezuela,1967,America
10003238,Venezuela,1968,America
10333268,Venezuela,1969,America
10680678,Venezuela,1970,America
11045959,Venezuela,1971,America
11428022,Venezuela,1972,America
11827681,Venezuela,1973,America
12245478,Venezuela,1974,America
12681017,Venezuela,1975,America
13135849,Venezuela,1976,America
13607958,Venezuela,1977,America
14088961,Venezuela,1978,America
14567680,Venezuela,1979,America
15036273,Venezuela,1980,America
15490555,Venezuela,1981,America
15932973,Venezuela,1982,America
16370463,Venezuela,1983,America
16813481,Venezuela,1984,America
17269324,Venezuela,1985,America
17740108,Venezuela,1986,America
18222505,Venezuela,1987,America
18711830,Venezuela,1988,America
19201096,Venezuela,1989,America
19685177,Venezuela,1990,America
20162745,Venezuela,1991,America
20635233,Venezuela,1992,America
21103592,Venezuela,1993,America
21569680,Venezuela,1994,America
22034909,Venezuela,1995,America
22499248,Venezuela,1996,America
22962221,Venezuela,1997,America
23424338,Venezuela,1998,America
23886213,Venezuela,1999,America
24348304,Venezuela,2000,America
24810691,Venezuela,2001,America
25273336,Venezuela,2002,America
25736393,Venezuela,2003,America
26199994,Venezuela,2004,America
26664122,Venezuela,2005,America
27128721,Venezuela,2006,America
27593427,Venezuela,2007,America
28057485,Venezuela,2008,America
28519913,Venezuela,2009,America
28979857,Venezuela,2010,America
29436891,Venezuela,2011,America
29890694,Venezuela,2012,America
30340637,Venezuela,2013,America
38898597,Vietnam,1964,East Asia & Pacific
39884879,Vietnam,1965,East Asia & Pacific
40880598,Vietnam,1966,East Asia & Pacific
41883842,Vietnam,1967,East Asia & Pacific
42893258,Vietnam,1968,East Asia & Pacific
43908540,Vietnam,1969,East Asia & Pacific
44927973,Vietnam,1970,East Asia & Pacific
45957991,Vietnam,1971,East Asia & Pacific
46994771,Vietnam,1972,East Asia & Pacific
48015047,Vietnam,1973,East Asia & Pacific
48987973,Vietnam,1974,East Asia & Pacific
49895731,Vietnam,1975,East Asia & Pacific
50724015,Vietnam,1976,East Asia & Pacific
51490844,Vietnam,1977,East Asia & Pacific
52250324,Vietnam,1978,East Asia & Pacific
53076862,Vietnam,1979,East Asia & Pacific
54023152,Vietnam,1980,East Asia & Pacific
55109176,Vietnam,1981,East Asia & Pacific
56317461,Vietnam,1982,East Asia & Pacific
57616926,Vietnam,1983,East Asia & Pacific
58959045,Vietnam,1984,East Asia & Pacific
60307305,Vietnam,1985,East Asia & Pacific
61647642,Vietnam,1986,East Asia & Pacific
62986915,Vietnam,1987,East Asia & Pacific
64333357,Vietnam,1988,East Asia & Pacific
65702500,Vietnam,1989,East Asia & Pacific
67101583,Vietnam,1990,East Asia & Pacific
68535628,Vietnam,1991,East Asia & Pacific
69987617,Vietnam,1992,East Asia & Pacific
71416812,Vietnam,1993,East Asia & Pacific
72769366,Vietnam,1994,East Asia & Pacific
74008073,Vietnam,1995,East Asia & Pacific
75117209,Vietnam,1996,East Asia & Pacific
76111109,Vietnam,1997,East Asia & Pacific
77020331,Vietnam,1998,East Asia & Pacific
77890899,Vietnam,1999,East Asia & Pacific
78758010,Vietnam,2000,East Asia & Pacific
79629676,Vietnam,2001,East Asia & Pacific
80500625,Vietnam,2002,East Asia & Pacific
81377056,Vietnam,2003,East Asia & Pacific
82262996,Vietnam,2004,East Asia & Pacific
83161145,Vietnam,2005,East Asia & Pacific
84075580,Vietnam,2006,East Asia & Pacific
85007447,Vietnam,2007,East Asia & Pacific
85951912,Vietnam,2008,East Asia & Pacific
86901173,Vietnam,2009,East Asia & Pacific
87848445,Vietnam,2010,East Asia & Pacific
88791996,Vietnam,2011,East Asia & Pacific
89730274,Vietnam,2012,East Asia & Pacific
90656550,Vietnam,2013,East Asia & Pacific
46122,Virgin Islands (U.S.),1964,America
49610,Virgin Islands (U.S.),1965,America
52624,Virgin Islands (U.S.),1966,America
55278,Virgin Islands (U.S.),1967,America
57831,Virgin Islands (U.S.),1968,America
60675,Virgin Islands (U.S.),1969,America
64070,Virgin Islands (U.S.),1970,America
68102,Virgin Islands (U.S.),1971,America
72610,Virgin Islands (U.S.),1972,America
77310,Virgin Islands (U.S.),1973,America
81802,Virgin Islands (U.S.),1974,America
85790,Virgin Islands (U.S.),1975,America
89169,Virgin Islands (U.S.),1976,America
92008,Virgin Islands (U.S.),1977,America
94399,Virgin Islands (U.S.),1978,America
96498,Virgin Islands (U.S.),1979,America
98423,Virgin Islands (U.S.),1980,America
100216,Virgin Islands (U.S.),1981,America
101827,Virgin Islands (U.S.),1982,America
103177,Virgin Islands (U.S.),1983,America
104146,Virgin Islands (U.S.),1984,America
104668,Virgin Islands (U.S.),1985,America
104698,Virgin Islands (U.S.),1986,America
104319,Virgin Islands (U.S.),1987,America
103761,Virgin Islands (U.S.),1988,America
103333,Virgin Islands (U.S.),1989,America
103253,Virgin Islands (U.S.),1990,America
103618,Virgin Islands (U.S.),1991,America
104356,Virgin Islands (U.S.),1992,America
105315,Virgin Islands (U.S.),1993,America
106260,Virgin Islands (U.S.),1994,America
107018,Virgin Islands (U.S.),1995,America
107546,Virgin Islands (U.S.),1996,America
107903,Virgin Islands (U.S.),1997,America
108132,Virgin Islands (U.S.),1998,America
108316,Virgin Islands (U.S.),1999,America
108511,Virgin Islands (U.S.),2000,America
108726,Virgin Islands (U.S.),2001,America
108933,Virgin Islands (U.S.),2002,America
109122,Virgin Islands (U.S.),2003,America
109270,Virgin Islands (U.S.),2004,America
109363,Virgin Islands (U.S.),2005,America
109401,Virgin Islands (U.S.),2006,America
109389,Virgin Islands (U.S.),2007,America
109327,Virgin Islands (U.S.),2008,America
109216,Virgin Islands (U.S.),2009,America
109056,Virgin Islands (U.S.),2010,America
108846,Virgin Islands (U.S.),2011,America
108590,Virgin Islands (U.S.),2012,America
108300,Virgin Islands (U.S.),2013,America
1181587,West Bank and Gaza,1964,Middle East & North Africa
1190923,West Bank and Gaza,1965,Middle East & North Africa
1184258,West Bank and Gaza,1966,Middle East & North Africa
1164684,West Bank and Gaza,1967,Middle East & North Africa
1140772,West Bank and Gaza,1968,Middle East & North Africa
1124574,West Bank and Gaza,1969,Middle East & North Africa
1124591,West Bank and Gaza,1970,Middle East & North Africa
1144161,West Bank and Gaza,1971,Middle East & North Africa
1180264,West Bank and Gaza,1972,Middle East & North Africa
1227284,West Bank and Gaza,1973,Middle East & North Africa
1276627,West Bank and Gaza,1974,Middle East & North Africa
1322064,West Bank and Gaza,1975,Middle East & North Africa
1362064,West Bank and Gaza,1976,Middle East & North Africa
1398736,West Bank and Gaza,1977,Middle East & North Africa
1433821,West Bank and Gaza,1978,Middle East & North Africa
1470297,West Bank and Gaza,1979,Middle East & North Africa
1510360,West Bank and Gaza,1980,Middle East & North Africa
1554600,West Bank and Gaza,1981,Middle East & North Africa
1602309,West Bank and Gaza,1982,Middle East & North Africa
1652945,West Bank and Gaza,1983,Middle East & North Africa
1705584,West Bank and Gaza,1984,Middle East & North Africa
1759763,West Bank and Gaza,1985,Middle East & North Africa
1815117,West Bank and Gaza,1986,Middle East & North Africa
1872515,West Bank and Gaza,1987,Middle East & North Africa
1934197,West Bank and Gaza,1988,Middle East & North Africa
2003149,West Bank and Gaza,1989,Middle East & North Africa
2081424,West Bank and Gaza,1990,Middle East & North Africa
2169061,West Bank and Gaza,1991,Middle East & North Africa
2265030,West Bank and Gaza,1992,Middle East & North Africa
2368849,West Bank and Gaza,1993,Middle East & North Africa
2479672,West Bank and Gaza,1994,Middle East & North Africa
2596289,West Bank and Gaza,1995,Middle East & North Africa
2719644,West Bank and Gaza,1996,Middle East & North Africa
2848359,West Bank and Gaza,1997,Middle East & North Africa
2976131,West Bank and Gaza,1998,Middle East & North Africa
3094711,West Bank and Gaza,1999,Middle East & North Africa
3198560,West Bank and Gaza,2000,Middle East & North Africa
3284920,West Bank and Gaza,2001,Middle East & North Africa
3356379,West Bank and Gaza,2002,Middle East & North Africa
3419418,West Bank and Gaza,2003,Middle East & North Africa
3483483,West Bank and Gaza,2004,Middle East & North Africa
3555582,West Bank and Gaza,2005,Middle East & North Africa
3637689,West Bank and Gaza,2006,Middle East & North Africa
3728259,West Bank and Gaza,2007,Middle East & North Africa
3826546,West Bank and Gaza,2008,Middle East & North Africa
3930672,West Bank and Gaza,2009,Middle East & North Africa
4039192,West Bank and Gaza,2010,Middle East & North Africa
4152369,West Bank and Gaza,2011,Middle East & North Africa
4270791,West Bank and Gaza,2012,Middle East & North Africa
4393572,West Bank and Gaza,2013,Middle East & North Africa
46308,Western Sahara,1964,Middle East & North Africa
50938,Western Sahara,1965,Middle East & North Africa
56561,Western Sahara,1966,Middle East & North Africa
63023,Western Sahara,1967,Middle East & North Africa
69339,Western Sahara,1968,Middle East & North Africa
74168,Western Sahara,1969,Middle East & North Africa
76691,Western Sahara,1970,Middle East & North Africa
76196,Western Sahara,1971,Middle East & North Africa
73333,Western Sahara,1972,Middle East & North Africa
70287,Western Sahara,1973,Middle East & North Africa
70089,Western Sahara,1974,Middle East & North Africa
74789,Western Sahara,1975,Middle East & North Africa
85344,Western Sahara,1976,Middle East & North Africa
100766,Western Sahara,1977,Middle East & North Africa
